none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es_co
UI_Game1050_Duringanyspin,"● During any spin, the Fortune Panda Feature may be  randomly triggered while the reels are spinning.",,,,,,,,,"● Durante qualquer giro, a Característica Fortune Panda pode ser acionada aleatoriamente enquanto os rolos estão girando.","● Durante cualquier giro, la función Fortune Panda puede activarse aleatoriamente mientras los carretes están girando."
UI_Game1050_DuringtheFortune,"● During the Fortune panda Feature, a symbol is  randomly chosen( exluding Wild symbol) , and the  reels will consist only the randomly chosen symbol, Wild symbol or blank space.",,,,,,,,,"● Durante a Característica Fortune Panda, um symbol é escolhido aleatoriamente (excluindo o Wild symbol), e as bobinas consistirão apenas no symbol, Wild symbol ou espaço em branco escolhido aleatoriamente.","● Durante la función Fortune Panda, se elige un símbolo al azar (excluyendo el símbolo Wild) y los carretes estarán compuestos únicamente por el símbolo elegido al azar, el símbolo Wild o un espacio en blanco."
UI_Game1050_Afterallreels,"● After all reels stop spinning, if there is 1 or more  additional symbol(either a randomly chosen symbol  or a Wild symbol) appearing on the reels, all reels will  respin again with the previously appeared symbols  staying in their positions.",,,,,,,,,"● Depois que todas as bobinas pararem de girar, se houver 1 ou mais symbol adicionais (seja um symbol escolhido aleatoriamente ou um Wild symbol) aparecendo nas bobinas, todas as bobinas irão girar novamente com os symbol exibidos anteriormente permanecendo em suas posições.","● Después de que todos los carretes dejen de girar, si aparece 1 o más símbolos adicionales (ya sea un símbolo elegido al azar o un símbolo Wild) en los carretes, todos los carretes volverán a girar y los símbolos que aparecieron anteriormente permanecerán en sus posiciones."
UI_Game1050_Afterallreelsstop,"● After all reels stop spinning, if there is no more  additional symbol (either a randomly chosen symbol  or a Wild symbol) appearing on the reels, the  Fortune Panda feature ends and wins are paid.",,,,,,,,,"● Depois que todas as bobinas pararem de girar, se não houver mais symbol adicional (seja um symbol escolhido aleatoriamente ou um Wild symbol) aparecendo nas bobinas, o Característica Fortune Panda termina e as vitórias são pagas.","● Después de que todos los carretes dejan de girar, si no aparece más símbolo adicional (ya sea un símbolo elegido al azar o un símbolo Wild) en los carretes, la función Fortune Panda finaliza y se pagan las ganancias."
UI_Game1050_x10Multiplier,x10 Multiplier,,,,,,,,,x10 Multiplicador,Multiplicador x10
UI_Game1050_Whenallsymbol,● When all symbol in the reels are involved in a win，the win will be multiplied by x10.,,,,,,,,,"● Quando todos os symbol nas bobinas estiverem envolvidos em uma vitória, a vitória será multiplicada por x10.",● Cuando todos los símbolos en los carretes participan en una ganancia, la ganancia se multiplicará por x10.
UI_Game1050_Standachance,● Stand a chance to win up to 2500x of the total bet  amount.,,,,,,,,,● Tenha a chance de ganhar até 2500x do valor total da aposta.,● Tenga la oportunidad de ganar hasta 2500x del monto total de la apuesta.
UI_Game1050_WinningBet,Winning Bet Lines,,,,,,,,,Linhas de Aposta Vencedoras,Líneas de apuesta ganadoras
UI_Game1050_Onlythehighest,● Only the highest win per bet line is paid.,,,,,,,,,● Apenas a vitória mais alta por linha de aposta é paga.,"● Solo se paga el premio más alto de cada línea de apuesta."
UI_Game1050_ Betlines,● Bet lines win if the winning symbols are in succession  from the leftmost reel to the right.,,,,,,,,,● As linhas de aposta ganham se os symbol vencedores estiverem em sucessão do carretel mais à esquerda para a direita.,● Las líneas de apuesta ganan si los símbolos ganadores están en sucesión desde el carrete más a la izquierda hasta el más a la derecha.
UI_Game1050_ Allwinsshown,● All wins shown in cash.,,,,,,,,,● Todas as vitórias mostradas em dinheiro.,● Todas las ganancias se muestran en efectivo.
UI_Game1050_Auto Spin,Auto Spin,,,,,,,,,Rodada automática,Giro automático
UI_Game1050_Numberofautospins,Number of auto spins,,,,,,,,,N° rod. Automáticas,Número de giros automáticos
UI_Game1050_StartAutoSpin,Start Auto Spin,,,,,,,,,Começar  Rodada automática,Iniciar giro automático
UI_Game1050_BetSize,Bet Size,,,,,,,,,Aposta,Tamaño de la apuesta
UI_Game1050_BetLevel,Bet Level,,,,,,,,,Nível da aposta,Nivel de apuesta
UI_Game1050_Lines,Base Bet,,,,,,,,,Aposta base,Apuesta base
UI_Game1050_MaxBet,Max Bet,,,,,,,,,Aposta máxima,Apuesta máxima
UI_Game1050_Respin,Respin,,,,,,,,,Respin,Respin
UI_Game1050_BaseBet,Base Bet,,,,,,,,,Aposta base,Apuesta base
UI_Game1050_NormalSpin,Normal Spin,,,,,,,,,Rodada Normal,Giro normal
UI_Game1050_Singledaybetamount,Single day bet amount,,,,,,,,,Aposta de dia único,Monto de apuesta de un solo día
UI_Game1050_Singledaybetwinloss,Single day net win/loss,,,,,,,,,Lucros e perdas diários,Ganancia/pérdida neta de un solo día
UI_Game1050_orderNo,Order No.,,,,,,,,,Número do pedido,Orden Nro.
UI_Game1050_BetWinLoss,Net Win/Loss,,,,,,,,,Ganho/Perda Líquido,Ganancia/pérdida neta
UI_Game1050_Singledaynetwinloss,Single day net win/loss,,,,,,,,,Vitória/derrota líquida em um único dia,Ganancia/pérdida neta de un solo día
UI_Game1050_Totalbetamount,Total bet amount,,,,,,,,,Valor Total Da Aposta,Monto total de la apuesta
UI_Game1050_TotalbetWinLoss,Total net Win/Loss,,,,,,,,,Lucros e perdas diários,Total de ganancias/pérdidas netas
UI_Game1050_TurboSpinDisabled,Turbo Spin Disabled,,,,,,,,,Rodada turbo desativada,Giro turbo deshabilitado
UI_Game1050_TurboSpinEnabled,Turbo Spin Enabled,,,,,,,,,Rodada turbo ativado,Giro turbo habilitado
UI_Game1050_TipsRespins,Respins in Fortune Panda Feature!,,,,,,,,,Respins na Característica Fortune Panda!,Respins en la función Fortune Panda!
UI_Game1050_TipsWinupto2500,Win up to 2500x!,,,,,,,,,Ganhe até 2500x!,Gana hasta 2500x!
UI_Game1050_Tipsx10multiplier,x10 multiplier with full screen win!,,,,,,,,,Multiplicador x10 com cilindros repletos de ganhos!,Multiplicador x10 con victoria en pantalla completa!
UI_Game1050_TipsFortune,Fortune Panda Feature,,,,,,,,,Característica Fortune Panda,Función Fortune Panda
UI_Game1050_WinMultiplier,Win Multiplier x10,,,,,,,,,Multiplicador de ganhos x10,Multiplicador de ganancias x10
UI_Game1050_NoWinningCombination,No Winning Combination,,,,,,,,,Nenhuma combinação vencedora,No hay combinación ganadora
UI_Game1050_Respinwhen,Respin when,,,,,,,,,Nova rodada quando,Volver a girar cuando
UI_Game1050_or,or,,,,,,,,,ou,or
UI_Game1050_appears,appears!,,,,,,,,,aparece!,aparece!
UI_Game1050_BetOptions,Bet Options,,,,,,,,,Opções de aposta,Opciones de apuesta
UI_Game1080_MarkedWords_1,<outline color=#852504 width=2><color=#ffffff>GET</c>S{img}<color=#ffffff>WITH GOLD FRAMED SYMBOLS!</c></outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>OBTENHA</c>S{img}<color=#ffffff>COM SÍMBOLOS EM MOLDURA DOURADA!</c></outline>,<outline color=#852504 width=2><color=#ffffff>GET</c>S{img}<color=#ffffff>WITH GOLD FRAMED SYMBOLS!</c></outline>
UI_Game1080_MarkedWords_2,<outline color=#852504 width=2><color=#ffffff>3 OR MORE</c>S{img}<color=#ffffff>TRIGGERS 10 OR MORE FREE SPINS</c></outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>3 OU MAIS</c>S{img}<color=#ffffff>ATIVAM 10 OU MAIS RODADAS GRÁTIS</c></outline>,<outline color=#852504 width=2><color=#ffffff>3 OR MORE</c>S{img}<color=#ffffff>TRIGGERS 10 OR MORE FREE SPINS</c></outline>
UI_Game1080_MarkedWords_3,<outline color=#852504 width=2><color=#ffffff>WIN UP TO 2000 WAYS!</outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>GANHE ATÉ 2000 SENTIDOS!</outline>,<outline color=#852504 width=2><color=#ffffff>WIN UP TO 2000 WAYS!</outline>
UI_Game1080_MarkedWords_4,<outline color=#852504 width=2><color=#ffffff>WIN UP TO X5 MULTIPLIER!</outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>GANHE ATÉ X5 MULTIPLICADOR!</outline>,<outline color=#852504 width=2><color=#ffffff>WIN UP TO X5 MULTIPLIER!</outline>
UI_Game1080_MarkedWords_5,<outline color=#852504 width=2><color=#ffffff>WIN UP TO X10 MULTIPLIER IN FREE SPINS!</outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>5、WIN UP TO X10 MULTIPLIER IN FREE SPINS!</outline>,<outline color=#852504 width=2><color=#ffffff>WIN UP TO X10 MULTIPLIER IN FREE SPINS!</outline>
UI_Game1080_MarkedWords_6,<outline color=#852504 width=2><color=#ffffff>GUARANTEED GOLD FRAMED SYMBOLS IN FREE SPINS!</outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>SÍMBOLOS COM MOLDURA DOURADA GARANTIDOS EM RODADAS GRÁTIS!</outline>,<outline color=#852504 width=2><color=#ffffff>GUARANTEED GOLD FRAMED SYMBOLS IN FREE SPINS!</outline>
UI_Game1080_MarkedWords_7,<outline color=#852504 width=2><color=#ffffff>ONE MORE</c>S{img}</outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>MAIS UM</c>S{img}</outline>,<outline color=#852504 width=2><color=#ffffff>ONE MORE</c>S{img}</outline>
UI_Game1080_MarkedWords_8,<outline color=#852504 width=2><color=#ffffff>WIN UP TO X10 MULTIPLIER!</outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>GANHE ATÉ X10 MULTIPLICADOR!</outline>,<outline color=#852504 width=2><color=#ffffff>WIN UP TO X10 MULTIPLIER!</outline>
UI_Game1080_Win,<outline color=#852504 width=2><color=#ffffff>Win S{str}</outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>GANHO S{str}</outline>,<outline color=#852504 width=2><color=#ffffff>Win S{str}</outline>
UI_Game1080_TotalWin,<outline color=#852504 width=2><color=#ffffff>Total Win S{str}</outline>,,,,,,,,,<outline color=#852504 width=2><color=#ffffff>TOTAL DE GANHOS S{str}</outline>,<outline color=#852504 width=2><color=#ffffff>Total Win S{str}</outline>
UI_Game1080_ItemStr_10,3 Scatter symbols will trigger free spins.,,,,,,,,,3 símbolos Scatter acionarão rodadas grátis.,3 Scatter symbols will trigger free spins.
UI_Game1080_ItemStr_11,Wild symbol substitutes for all symbols except Scatter symbol.,,,,,,,,,"O símbolo Wild substitui todos os símbolos, exceto símbolos Scatter.",Wild symbol substitutes for all symbols except Scatter symbol.
UI_Game1080_FreeSpins,Free SpinsS{addNum},,,,,,,,,Rodada grátisS{addNum},Free SpinsS{addNum}
UI_Game1080_Help_Tip,Paytable,,,,,,,,,Tabela de pagamentos,Paytable
UI_Game1080_SymbolPayout,Symbol Payout Values,,,,,,,,,Valores de Pagamento de Símbolos,Symbol Payout Values
UI_Game1080_SymbolSymbol,Scatter Symbol,,,,,,,,,Símbolo Scatter,Scatter Symbol
UI_Game1080_WildSymbol,Wild Symbol,,,,,,,,,Símbolo Wild,Wild Symbol
UI_Game1080_HelpWild,● Wild symbol substitutes for all symbols except  Scatter symbol.,,,,,,,,,"● O símbolo Wild substitui todos os símbolos, exceto o símbolo Scatter.",● Wild symbol substitutes for all symbols except  Scatter symbol
UI_Game1080_HelpGold,"● Gold framed symbols appears on reels 2, 3 and 4 only.",,,,,,,,,"● Os símbolos com moldura dourada aparecem apenas nos cilindros 2, 3 e 4.","● Gold framed symbols appears on reels 2, 3 and 4 only."
UI_Game1080_HelpGoldFrame,Gold Framed Symbols,,,,,,,,,Símbolos com Moldura Dourada,Gold Framed Symbols
UI_Game1080_HelpDuring1,"● During any spins, some symbols(excluding Wild  symbol and Scatter symbol) in reels 2, 3 and/or 4  may appear with a gold frame around itself.",,,,,,,,,"● Durante qualquer giro, alguns símbolos (excluindo o símbolo Wild e o símbolo Scatter) nas bobinas 2, 3 e/ou 4 podem aparecer com uma moldura dourada em torno de si.","● During any spins, some symbols(excluding Wild  symbol and Scatter symbol) in reels 2, 3 and/or 4  may appear with a gold frame around itself."
UI_Game1080_HelpDuring2,"● At every new round after the new symbols have cascaded down, any gold framed symbol(s) that is involved in a win in the previous round will be transformed into Wild symbol(s).",,,,,,,,,"● A cada nova rodada após a queda dos novos símbolos, quaisquer símbolos com molduras douradas envolvidos em uma vitória na rodada anterior serão transformados em símbolo(s) Wild.","● At every new round after the new symbols have cascaded down, any gold framed symbol(s) that is involved in a win in the previous round will be transformed into Wild symbol(s)."
UI_Game1080_HelpTitle,Multiplier,,,,,,,,,Multiplicador,Multiplier
UI_Game1080_HelpMultiplier1,"● During any spins, all wins will be multiplied by the multiplier shown above the reels, starting with x1 in the first round.",,,,,,,,,"● Durante quaisquer rodadas, todos os prémios serão multiplicados pelo multiplicador mostrado por cima dos cilindros, a começar no x1 na primeira ronda.","● During any spins, all wins will be multiplied by the multiplier shown above the reels, starting with x1 in the first round."
UI_Game1080_HelpMultiplier2,● Any win in the first round will increase the second round's multiplier to x2.,,,,,,,,,● Qualquer vitória na primeira rodada aumentará o multiplicador da segunda rodada para x2.,● Any win in the first round will increase the second round's multiplier to x2.
UI_Game1080_HelpMultiplier3,● Any win in the second round will increase the third round's multiplier to x3.,,,,,,,,,● Qualquer vitória na segunda rodada aumentará o multiplicador da terceira rodada para x3.,● Any win in the second round will increase the third round's multiplier to x3.
UI_Game1080_HelpMultiplier4,● Any win in the third round will increase the fourth round's (and beyond) multiplier to x5.,,,,,,,,,● Qualquer vitória na terceira rodada aumentará o multiplicador da quarta rodada (e além) para x5.,● Any win in the third round will increase the fourth round's (and beyond) multiplier to x5.
UI_Game1080_FreeSpinsFeature,Free Spins Feature,,,,,,,,,Funcionalidade Rodadas Grátis,Free Spins Feature
UI_Game1080_Freespins1,● 3 Scatter symbols appearing anywhere will trigger the Free Spins Feature with 10 free spins. Each additional Scatter symbol will trigger 2 more free spins.,,,,,,,,,● 3 símbolos Scatter em qualquer posição ativarao a Funcionalidade Rodadas Grátis com 10 rodadas grátis. Cada símbolo Scatter adicional ativará mais 2 rodadas grátis.,● 3 Scatter symbols appearing anywhere will trigger the Free Spins Feature with 10 free spins. Each additional Scatter symbol will trigger 2 more free spins.
UI_Game1080_Freespins2,"● During the Free Spins Feature, all symbols (excluding Wild symbol and Scatter symbol) in reel 3 will appear a gold frame around itself.",,,,,,,,,"● Durante o recurso Free Spins, todos os símbolos (excluindo o símbolo Wild e o símbolo Scatter) no carretel 3 aparecerão em uma moldura dourada em torno de si.","● During the Free Spins Feature, all symbols (excluding Wild symbol and Scatter symbol) in reel 3 will appear a gold frame around itself."
UI_Game1080_Freespins3,"● The multipliers above the reels will be increased to x2, x4 , x6 and x10 respectively.",,,,,,,,,"● Durante a Funcionalidade Rodadas Grátis, os multiplicadores por cima dos cilindros serão aumentados para x2, x4, x6 e x10, respetivamente.","● The multipliers above the reels will be increased to x2, x4 , x6 and x10 respectively."
UI_Game1080_Freespins4,● Free spins can be retriggered.,,,,,,,,,● As rodadas grátis podem ser reativadas.,● Free spins can be retriggered.
UI_Game1080_HelpTit,"2,000 Ways",,,,,,,,,"2,000 sentidos","2,000 Ways"
UI_Game1080_Ways1,● Bet ways win if the winning symbols are in succession from the leftmost reel to the right.,,,,,,,,,"● Ganha com os sentidos de aposta, se os símbolos vencedores se sucederem a partir do cilindro mais à esquerda.",● Bet ways win if the winning symbols are in succession from the leftmost reel to the right.
UI_Game1080_Ways2,● Total number of winning bet ways for each symbol are calculated by multiplying the number of adjacent winning symbols on each symbols from the leftmost reel to the right.,,,,,,,,,● O número total de sentidos de aposta vencedores para cada símbolo é calculado multiplicando o número de símbolos vencedores adjacentes em cada símbolo a partir do símbolo mais à esquerda para a  direita.,● Total number of winning bet ways for each symbol are calculated by multiplying the number of adjacent winning symbols on each symbols from the leftmost reel to the right.
UI_Game1080_Example1,From Above Example:,,,,,,,,,Com base no exemplo acima:,From Above Example:
UI_Game1080_Ways3,● The winning symbol payout is multiplied by the number of winning bet ways.,,,,,,,,,● O prémio do símbolo vencedor é multiplicado pelo número de sentidos da aposta vencedora.,● The winning symbol payout is multiplied by the number of winning bet ways.
UI_Game1080_Example3,Total Winnings in this example:,,,,,,,,,Ganhos totais neste exemplo:,Total Winnings in this example:
UI_Game1080_Ways4,"● After the payout of every round is made, all winning symbols will explode allowing the symbols above them to cascade down for a new round.",,,,,,,,,"● Depois de o pagamento de cada ronda ser feito, todos os símbolos vencedores explodirão permitindo que os símbolos por cima deles caiam em cascata para uma nova ronda.","● After the payout of every round is made, all winning symbols will explode allowing the symbols above them to cascade down for a new round."
UI_Game1080_Ways5,● Additional winning combination will be tallied in every round until no more winning combination can be tallied.,,,,,,,,,● Quaisquer combinações vencedoras serão contabilizadas em todas as rondas até não ser possível contabilizar mais combinações vencedoras.,● Additional winning combination will be tallied in every round until no more winning combination can be tallied.
